,Taxon,CBA001,ECO004_D0101_SG1_1_S0,DRL001,BRF001,TRO001,LEI010,MLP001,CMN001
130,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Gallionellales,0.0,0.0,0.0,125141.0,0.0,0.0,0.0,0.0
131,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Hydrogenophilales,0.0,0.0,0.0,58678.0,417137.0,0.0,0.0,0.0
132,k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales,0.0,0.0,0.0,21107.0,0.0,0.0,0.0,0.0
133,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Gallionellales|f__Gallionellaceae,0.0,0.0,0.0,125141.0,0.0,0.0,0.0,0.0
134,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Hydrogenophilales|f__Hydrogenophilaceae,0.0,0.0,0.0,58678.0,417137.0,0.0,0.0,0.0
135,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Methylocystaceae,0.0,0.0,0.0,49154.0,0.0,0.0,0.0,0.0
136,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Streptosporangiaceae,0.0,0.0,0.0,30260.0,0.0,0.0,0.0,0.0
137,k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae,0.0,0.0,0.0,21107.0,0.0,0.0,0.0,0.0
138,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Pseudonocardiaceae|g__Saccharomonospora,0.0,0.0,0.0,874073.0,0.0,0.0,0.0,0.0
139,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Gallionellales|f__Gallionellaceae|g__Gallionellaceae_unclassified,0.0,0.0,0.0,125141.0,0.0,0.0,0.0,0.0
140,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Hydrogenophilales|f__Hydrogenophilaceae|g__Hydrogenophilaceae_unclassified,0.0,0.0,0.0,58678.0,417137.0,0.0,0.0,0.0
141,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Methylocystaceae|g__Methylocystis,0.0,0.0,0.0,49154.0,0.0,0.0,0.0,0.0
142,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Streptosporangiaceae|g__Streptosporangiaceae_unclassified,0.0,0.0,0.0,30260.0,0.0,0.0,0.0,0.0
143,k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter,0.0,0.0,0.0,21107.0,0.0,0.0,0.0,0.0
144,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Pseudonocardiaceae|g__Saccharomonospora|s__Saccharomonospora_unclassified,0.0,0.0,0.0,874073.0,0.0,0.0,0.0,0.0
145,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Nocardioidaceae|g__Kribbella|s__Kribbella_catacumbae,0.0,0.0,0.0,104873.0,0.0,0.0,0.0,0.0
146,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Methylocystaceae|g__Methylocystis|s__Methylocystis_unclassified,0.0,0.0,0.0,49154.0,0.0,0.0,0.0,0.0
147,k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_unclassified,0.0,0.0,0.0,21107.0,0.0,0.0,0.0,0.0
148,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Nocardioidaceae|g__Kribbella|s__Kribbella_catacumbae|t__GCF_000372465,0.0,0.0,0.0,104873.0,0.0,0.0,0.0,0.0
149,k__Bacteria|p__Firmicutes,0.0,0.0,0.0,0.0,1746793.0,0.0,0.0,0.0
150,k__Archaea|p__Euryarchaeota|c__Methanomicrobia,0.0,0.0,0.0,0.0,3496651.0,0.0,0.0,0.0
151,k__Bacteria|p__Firmicutes|c__Clostridia,0.0,0.0,0.0,0.0,1746793.0,0.0,0.0,0.0
152,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria,0.0,0.0,0.0,0.0,658245.0,0.0,0.0,0.0
153,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales,0.0,0.0,0.0,0.0,2723259.0,0.0,0.0,0.0
154,k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales,0.0,0.0,0.0,0.0,2392734.0,0.0,0.0,0.0
155,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales,0.0,0.0,0.0,0.0,1746793.0,0.0,0.0,0.0
156,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales,0.0,0.0,0.0,0.0,1245742.0,3341977.0,796612.0,0.0
157,k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales,0.0,0.0,0.0,0.0,1103916.0,0.0,0.0,0.0
158,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales,0.0,0.0,0.0,0.0,658245.0,0.0,0.0,0.0
159,k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_noname|o__Nitrosopumilales,0.0,0.0,0.0,0.0,494384.0,0.0,0.0,0.0
160,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales,0.0,0.0,0.0,0.0,310757.0,0.0,0.0,0.0
161,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae,0.0,0.0,0.0,0.0,2723259.0,0.0,0.0,0.0
162,k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosaetaceae,0.0,0.0,0.0,0.0,2392734.0,0.0,0.0,0.0
163,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae,0.0,0.0,0.0,0.0,1245742.0,3341977.0,796612.0,0.0
164,k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanoregulaceae,0.0,0.0,0.0,0.0,1103916.0,0.0,0.0,0.0
165,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Brevibacteriaceae,0.0,0.0,0.0,0.0,847777.0,0.0,0.0,0.0
166,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae,0.0,0.0,0.0,0.0,745622.0,0.0,0.0,0.0
167,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae,0.0,0.0,0.0,0.0,736054.0,0.0,0.0,0.0
168,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae,0.0,0.0,0.0,0.0,658245.0,0.0,0.0,0.0
169,k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_noname|o__Nitrosopumilales|f__Nitrosopumilaceae,0.0,0.0,0.0,0.0,494384.0,0.0,0.0,0.0
170,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Microbacteriaceae,0.0,0.0,0.0,0.0,416460.0,0.0,0.0,1511184.0
171,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae,0.0,0.0,0.0,0.0,310757.0,0.0,0.0,0.0
172,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae,0.0,0.0,0.0,0.0,265117.0,0.0,0.0,0.0
173,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium,0.0,0.0,0.0,0.0,2723259.0,0.0,0.0,0.0
174,k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosaetaceae|g__Methanosaeta,0.0,0.0,0.0,0.0,2392734.0,0.0,0.0,0.0
175,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia,0.0,0.0,0.0,0.0,1245742.0,3341977.0,796612.0,0.0
176,k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanoregulaceae|g__Methanoregulaceae_unclassified,0.0,0.0,0.0,0.0,1103916.0,0.0,0.0,0.0
177,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Brevibacteriaceae|g__Brevibacterium,0.0,0.0,0.0,0.0,847777.0,0.0,0.0,0.0
178,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium,0.0,0.0,0.0,0.0,736054.0,0.0,0.0,0.0
179,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae|g__Sorangium,0.0,0.0,0.0,0.0,658245.0,0.0,0.0,0.0
180,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea,0.0,0.0,0.0,0.0,457656.0,0.0,0.0,0.0
181,k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_noname|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Candidatus_Nitrosoarchaeum,0.0,0.0,0.0,0.0,455006.0,0.0,0.0,0.0
182,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Microbacteriaceae|g__Leifsonia,0.0,0.0,0.0,0.0,416460.0,0.0,0.0,170204.0
183,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Thioalkalivibrio,0.0,0.0,0.0,0.0,310757.0,0.0,0.0,0.0
184,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia,0.0,0.0,0.0,0.0,287964.0,0.0,0.0,0.0
185,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Nitrobacter,0.0,0.0,0.0,0.0,253588.0,0.0,0.0,0.0
186,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus,0.0,0.0,0.0,0.0,137419.0,0.0,0.0,0.0
187,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium,0.0,0.0,0.0,0.0,127697.0,0.0,0.0,0.0
188,k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_noname|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Nitrosopumilaceae_unclassified,0.0,0.0,0.0,0.0,39377.0,0.0,0.0,0.0
189,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_angulatum,0.0,0.0,0.0,0.0,2723259.0,0.0,0.0,0.0
190,k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosaetaceae|g__Methanosaeta|s__Methanosaeta_concilii,0.0,0.0,0.0,0.0,2392734.0,0.0,0.0,0.0
191,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli,0.0,0.0,0.0,0.0,1034937.0,0.0,796612.0,0.0
192,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_unclassified,0.0,0.0,0.0,0.0,847777.0,0.0,0.0,0.0
193,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_rectale,0.0,0.0,0.0,0.0,736054.0,0.0,0.0,0.0
194,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae|g__Sorangium|s__Sorangium_cellulosum,0.0,0.0,0.0,0.0,658245.0,0.0,0.0,0.0
195,k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_noname|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Candidatus_Nitrosoarchaeum|s__Candidatus_Nitrosoarchaeum_unclassified,0.0,0.0,0.0,0.0,455006.0,0.0,0.0,0.0
196,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Microbacteriaceae|g__Leifsonia|s__Leifsonia_unclassified,0.0,0.0,0.0,0.0,416460.0,0.0,0.0,170204.0
197,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_unclassified,0.0,0.0,0.0,0.0,382949.0,0.0,0.0,0.0
198,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Thioalkalivibrio|s__Thioalkalivibrio_unclassified,0.0,0.0,0.0,0.0,310757.0,0.0,0.0,0.0
199,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum,0.0,0.0,0.0,0.0,287964.0,0.0,0.0,0.0
200,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Nitrobacter|s__Nitrobacter_unclassified,0.0,0.0,0.0,0.0,253588.0,0.0,0.0,0.0
201,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_unclassified,0.0,0.0,0.0,0.0,210804.0,3341977.0,0.0,0.0
202,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii,0.0,0.0,0.0,0.0,137419.0,0.0,0.0,0.0
203,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii,0.0,0.0,0.0,0.0,127697.0,0.0,0.0,0.0
204,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena,0.0,0.0,0.0,0.0,74707.0,0.0,0.0,0.0
205,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_angulatum|t__GCF_000156635,0.0,0.0,0.0,0.0,2723259.0,0.0,0.0,0.0
206,k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosaetaceae|g__Methanosaeta|s__Methanosaeta_concilii|t__GCF_000204415,0.0,0.0,0.0,0.0,2392734.0,0.0,0.0,0.0
207,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli|t__Escherichia_coli_unclassified,0.0,0.0,0.0,0.0,1034937.0,0.0,796612.0,0.0
208,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_rectale|t__Eubacterium_rectale_unclassified,0.0,0.0,0.0,0.0,736054.0,0.0,0.0,0.0
209,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae|g__Sorangium|s__Sorangium_cellulosum|t__Sorangium_cellulosum_unclassified,0.0,0.0,0.0,0.0,658245.0,0.0,0.0,0.0
210,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum|t__Ruminococcus_obeum_unclassified,0.0,0.0,0.0,0.0,287964.0,0.0,0.0,0.0
211,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii|t__GCF_000209875,0.0,0.0,0.0,0.0,137419.0,0.0,0.0,0.0
212,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii|t__Faecalibacterium_prausnitzii_unclassified,0.0,0.0,0.0,0.0,127697.0,0.0,0.0,0.0
213,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena|t__GCF_000154065,0.0,0.0,0.0,0.0,74707.0,0.0,0.0,0.0
214,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae,0.0,0.0,0.0,0.0,0.0,5857732.0,5556240.0,403645.0
215,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae,0.0,0.0,0.0,0.0,0.0,571127.0,0.0,0.0
216,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Ralstonia,0.0,0.0,0.0,0.0,0.0,5857732.0,4089653.0,0.0
217,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Erythrobacteraceae_unclassified,0.0,0.0,0.0,0.0,0.0,571127.0,0.0,0.0
218,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas,0.0,0.0,0.0,0.0,0.0,466505.0,0.0,0.0
219,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Ralstonia|s__Ralstonia_unclassified,0.0,0.0,0.0,0.0,0.0,4948175.0,3525872.0,0.0
220,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Ralstonia|s__Ralstonia_pickettii,0.0,0.0,0.0,0.0,0.0,909557.0,563781.0,0.0
221,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas|s__Comamonas_unclassified,0.0,0.0,0.0,0.0,0.0,466505.0,0.0,0.0
222,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Ralstonia|s__Ralstonia_pickettii|t__Ralstonia_pickettii_unclassified,0.0,0.0,0.0,0.0,0.0,909557.0,563781.0,0.0
223,k__Bacteria|p__Bacteroidetes,0.0,0.0,0.0,0.0,0.0,0.0,1802551.0,0.0
224,k__Bacteria|p__Bacteroidetes|c__Cytophagia,0.0,0.0,0.0,0.0,0.0,0.0,1802551.0,0.0
225,k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales,0.0,0.0,0.0,0.0,0.0,0.0,1802551.0,0.0
226,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname,0.0,0.0,0.0,0.0,0.0,0.0,2045622.0,0.0
227,k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae,0.0,0.0,0.0,0.0,0.0,0.0,1802551.0,0.0
228,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Nocardiaceae,0.0,0.0,0.0,0.0,0.0,0.0,34547.0,0.0
229,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Thiomonas,0.0,0.0,0.0,0.0,0.0,0.0,2045622.0,0.0
230,k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Cytophaga,0.0,0.0,0.0,0.0,0.0,0.0,1802551.0,0.0
231,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia,0.0,0.0,0.0,0.0,0.0,0.0,1466587.0,403645.0
232,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Nocardiaceae|g__Rhodococcus,0.0,0.0,0.0,0.0,0.0,0.0,34547.0,0.0
233,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Thiomonas|s__Thiomonas_unclassified,0.0,0.0,0.0,0.0,0.0,0.0,2045622.0,0.0
234,k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Cytophaga|s__Cytophaga_unclassified,0.0,0.0,0.0,0.0,0.0,0.0,1802551.0,0.0
235,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_unclassified,0.0,0.0,0.0,0.0,0.0,0.0,1466587.0,403645.0
236,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus_erythropolis,0.0,0.0,0.0,0.0,0.0,0.0,34547.0,0.0
237,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus_erythropolis|t__Rhodococcus_erythropolis_unclassified,0.0,0.0,0.0,0.0,0.0,0.0,34547.0,0.0
238,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713517.0
239,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Promicromonosporaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1588854.0
240,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713517.0
241,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Aurantimonadaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313902.0
242,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152908.0
243,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113248.0
244,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Promicromonosporaceae|g__Promicromonosporaceae_unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1577928.0
245,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Microbacteriaceae|g__Agromyces,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1340981.0
246,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713517.0
247,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Aurantimonadaceae|g__Aurantimonadaceae_unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313902.0
248,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247932.0
249,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Pusillimonas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152908.0
250,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__Beijerinckiaceae_unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113248.0
251,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Polaromonas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58740.0
252,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Promicromonosporaceae|g__Promicromonospora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10924.0
253,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Microbacteriaceae|g__Agromyces|s__Agromyces_unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1340981.0
254,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400699.0
255,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_denitrificans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312818.0
256,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium|s__Sphingobium_unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247932.0
257,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium_giardinii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159702.0
258,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Pusillimonas|s__Pusillimonas_unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152908.0
259,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Polaromonas|s__Polaromonas_unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58740.0
260,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Promicromonosporaceae|g__Promicromonospora|s__Promicromonospora_sukumoe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10924.0
261,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_denitrificans|t__Paracoccus_denitrificans_unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312818.0
262,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium_giardinii|t__GCF_000379605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159702.0
263,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Promicromonosporaceae|g__Promicromonospora|s__Promicromonospora_sukumoe|t__GCF_000385135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10924.0
